period,date,winningNumber
2018121,2018-05-08,5149
2018122,2018-05-09,1377
2018123,2018-05-10,8304
2018124,2018-05-11,1417
2018125,2018-05-12,3285
2018126,2018-05-13,4785
2018127,2018-05-14,2970
2018128,2018-05-15,2297
2018129,2018-05-16,9824
2018130,2018-05-17,9895
2018131,2018-05-18,5489
2018132,2018-05-19,4700
2018133,2018-05-20,4148
2018134,2018-05-21,2996
2018135,2018-05-22,0865
2018136,2018-05-23,0640
2018137,2018-05-24,1770
2018138,2018-05-25,1533
2018139,2018-05-26,8281
2018140,2018-05-27,6809
2018141,2018-05-28,2794
2018142,2018-05-29,9490
2018143,2018-05-30,3227
2018144,2018-05-31,0190
2018145,2018-06-01,5231
2018146,2018-06-02,6238
2018147,2018-06-03,0389
2018148,2018-06-04,8197
2018149,2018-06-05,8711
2018150,2018-06-06,6751
2018151,2018-06-07,6941
2018152,2018-06-08,4690
2018153,2018-06-09,0835
2018154,2018-06-10,0311
2018155,2018-06-11,1606
2018156,2018-06-12,3223
2018157,2018-06-13,2099
2018158,2018-06-14,3001
2018159,2018-06-15,2946
2018160,2018-06-16,1083
2018161,2018-06-17,4737
2018162,2018-06-18,2602
2018163,2018-06-19,5703
2018164,2018-06-20,6103
2018165,2018-06-21,3025
2018166,2018-06-22,0610
2018167,2018-06-23,1327
2018168,2018-06-24,2752
2018169,2018-06-25,7169
2018170,2018-06-26,1278
2018171,2018-06-27,2978
2018172,2018-06-28,2474
2018173,2018-06-29,2428
2018174,2018-06-30,0192
2018175,2018-07-01,6129
2018176,2018-07-02,2078
2018177,2018-07-03,2225
2018178,2018-07-04,5287
2018179,2018-07-05,7133
2018180,2018-07-06,4331
2018181,2018-07-07,5738
2018182,2018-07-08,4001
2018183,2018-07-09,8440
2018184,2018-07-10,2616
2018185,2018-07-11,6968
2018186,2018-07-12,3500
2018187,2018-07-13,5077
2018188,2018-07-14,0681
2018189,2018-07-15,2691
2018190,2018-07-16,0315
2018191,2018-07-17,3404
2018192,2018-07-18,9393
2018193,2018-07-19,3823
2018194,2018-07-20,6058
2018195,2018-07-21,4840
2018196,2018-07-22,3324
2018197,2018-07-23,1338
2018198,2018-07-24,8936
2018199,2018-07-25,4429
2018200,2018-07-26,5986
2018201,2018-07-27,6296
2018202,2018-07-28,2247
2018203,2018-07-29,2166
2018204,2018-07-30,7137
2018205,2018-07-31,2982
2018206,2018-08-01,2672
2018207,2018-08-02,0060
2018208,2018-08-03,1753
2018209,2018-08-04,1007
2018210,2018-08-05,9566
2018211,2018-08-06,8935
2018212,2018-08-07,5152
2018213,2018-08-08,3552
2018214,2018-08-09,8179
2018215,2018-08-10,9394
2018216,2018-08-11,8901
2018217,2018-08-12,8560
2018218,2018-08-13,8777
2018219,2018-08-14,8715
2018220,2018-08-15,2082
2018221,2018-08-16,5985
2018222,2018-08-17,3232
2018223,2018-08-18,1970
2018224,2018-08-19,7912
2018225,2018-08-20,6488
2018226,2018-08-21,9294
2018227,2018-08-22,0887
2018228,2018-08-23,8299
2018229,2018-08-24,4437
2018230,2018-08-25,7646
2018231,2018-08-26,5166
2018232,2018-08-27,5314
2018233,2018-08-28,1111
2018234,2018-08-29,5050
2018235,2018-08-30,5846
2018236,2018-08-31,7030
2018237,2018-09-01,1570
2018238,2018-09-02,3923
2018239,2018-09-03,8375
2018240,2018-09-04,4921
2018241,2018-09-05,1700
2018242,2018-09-06,0975
2018243,2018-09-07,7903
2018244,2018-09-08,6498
2018245,2018-09-09,0510
2018246,2018-09-10,9161
2018247,2018-09-11,3036
2018248,2018-09-12,9399
2018249,2018-09-13,2898
2018250,2018-09-14,9173
2018251,2018-09-15,0306
2018252,2018-09-16,5782
2018253,2018-09-17,8528
2018254,2018-09-18,0215
2018255,2018-09-19,7107
2018256,2018-09-20,1471
2018257,2018-09-21,6035
2018258,2018-09-22,0458
2018259,2018-09-23,1490
2018260,2018-09-24,6645
2018261,2018-09-25,3523
2018262,2018-09-26,3670
2018263,2018-09-27,4526
2018264,2018-09-28,1902
2018265,2018-09-29,1803
2018266,2018-09-30,6976
2018267,2018-10-01,1054
2018268,2018-10-02,1877
2018269,2018-10-03,4267
2018270,2018-10-04,9597
2018271,2018-10-05,7757
2018272,2018-10-06,0780
2018273,2018-10-07,6241
2018274,2018-10-08,6561
2018275,2018-10-09,3935
2018276,2018-10-10,4188
2018277,2018-10-11,0252
2018278,2018-10-12,8128
2018279,2018-10-13,6456
2018280,2018-10-14,9512
2018281,2018-10-15,1060
2018282,2018-10-16,7804
2018283,2018-10-17,8998
2018284,2018-10-18,8582
2018285,2018-10-19,0802
2018286,2018-10-20,9313
2018287,2018-10-21,0518
2018288,2018-10-22,2744
2018289,2018-10-23,9130
2018290,2018-10-24,5353
2018291,2018-10-25,6398
2018292,2018-10-26,4593
2018293,2018-10-27,1512
2018294,2018-10-28,8320
2018295,2018-10-29,1680
2018296,2018-10-30,0307
2018297,2018-10-31,4617
2018298,2018-11-01,2532
2018299,2018-11-02,4899
2018300,2018-11-03,0948
2018301,2018-11-04,9017
2018302,2018-11-05,1994
2018303,2018-11-06,6089
2018304,2018-11-07,0204
2018305,2018-11-08,1906
2018306,2018-11-09,0005
2018307,2018-11-10,6484
2018308,2018-11-11,4127
2018309,2018-11-12,7430
2018310,2018-11-13,3674
2018311,2018-11-14,8645
2018312,2018-11-15,1150
2018313,2018-11-16,3832
2018314,2018-11-17,8676
2018315,2018-11-18,7739
2018316,2018-11-19,7314
2018317,2018-11-20,2998
2018318,2018-11-21,3466
2018319,2018-11-22,4081
2018320,2018-11-23,3294
2018321,2018-11-24,8291
2018322,2018-11-25,4340
2018323,2018-11-26,2650
2018324,2018-11-27,0341
2018325,2018-11-28,6440
2018326,2018-11-29,5318
2018327,2018-11-30,0682
2018328,2018-12-01,6291
2018329,2018-12-02,6019
2018330,2018-12-03,2367
2018331,2018-12-04,4587
2018332,2018-12-05,9654
2018333,2018-12-06,8362
2018334,2018-12-07,4543
2018335,2018-12-08,3591
2018336,2018-12-09,2107
2018337,2018-12-10,5585
2018338,2018-12-11,5756
2018339,2018-12-12,8412
2018340,2018-12-13,6959
2018341,2018-12-14,0306
2018342,2018-12-15,0787
2018343,2018-12-16,9741
2018344,2018-12-17,8877
2018345,2018-12-18,4783
2018346,2018-12-19,5961
2018347,2018-12-20,4719
2018348,2018-12-21,1449
2018349,2018-12-22,4945
2018350,2018-12-23,8928
2018351,2018-12-24,3184
2018352,2018-12-25,0686
2018353,2018-12-26,6912
2018354,2018-12-27,4697
2018355,2018-12-28,3782
2018356,2018-12-29,1889
2018357,2018-12-30,9223
2018358,2018-12-31,3291
2019001,2019-01-01,3223
2019002,2019-01-02,7548
2019003,2019-01-03,5429
2019004,2019-01-04,2417
2019005,2019-01-05,0629
2019006,2019-01-06,1483
2019007,2019-01-07,7511
2019008,2019-01-08,9874
2019009,2019-01-09,6685
2019010,2019-01-10,4251
2019011,2019-01-11,4921
2019012,2019-01-12,5411
2019013,2019-01-13,2233
2019014,2019-01-14,0234
2019015,2019-01-15,4247
2019016,2019-01-16,5918
2019017,2019-01-17,1470
2019018,2019-01-18,1702
2019019,2019-01-19,9992
2019020,2019-01-20,8217
2019021,2019-01-21,6624
2019022,2019-01-22,0742
2019023,2019-01-23,6615
2019024,2019-01-24,5880
2019025,2019-01-25,1625
2019026,2019-01-26,1853
2019027,2019-01-27,6135
2019028,2019-01-28,5013
2019029,2019-01-29,2539
2019030,2019-01-30,8381
2019031,2019-01-31,7122
2019032,2019-02-01,8489
2019033,2019-02-02,3426
2019034,2019-02-03,8089
2019035,2019-02-11,5756
2019036,2019-02-12,5074
2019037,2019-02-13,6993
2019038,2019-02-14,0485
2019039,2019-02-15,0660
2019040,2019-02-16,3012
2019041,2019-02-17,1308
2019042,2019-02-18,3282
2019043,2019-02-19,6031
2019044,2019-02-20,1057
2019045,2019-02-21,3778
2019046,2019-02-22,2318
2019047,2019-02-23,3637
2019048,2019-02-24,1617
2019049,2019-02-25,6320
2019050,2019-02-26,8113
2019051,2019-02-27,3376
2019052,2019-02-28,5773
2019053,2019-03-01,3644
2019054,2019-03-02,3742
2019055,2019-03-03,1820
2019056,2019-03-04,2525
2019057,2019-03-05,8687
2019058,2019-03-06,4175
2019059,2019-03-07,1041
2019060,2019-03-08,2395
2019061,2019-03-09,2881
2019062,2019-03-10,8484
2019063,2019-03-11,2118
2019064,2019-03-12,7522
2019065,2019-03-13,4326
2019066,2019-03-14,2579
2019067,2019-03-15,5790
2019068,2019-03-16,5509
2019069,2019-03-17,7932
2019070,2019-03-18,7554
2019071,2019-03-19,2052
2019072,2019-03-20,9219
2019073,2019-03-21,7099
2019074,2019-03-22,8425
2019075,2019-03-23,4296
2019076,2019-03-24,2140
2019077,2019-03-25,5144
2019078,2019-03-26,2392
2019079,2019-03-27,0872
2019080,2019-03-28,3165
2019081,2019-03-29,9540
2019082,2019-03-30,5956
2019083,2019-03-31,0583
2019084,2019-04-01,3023
2019085,2019-04-02,6125
2019086,2019-04-03,3493
2019087,2019-04-04,0580
2019088,2019-04-05,3816
2019089,2019-04-06,3823
2019090,2019-04-07,7851
2019091,2019-04-08,0354
2019092,2019-04-09,5126
2019093,2019-04-10,5251
2019094,2019-04-11,0887
2019095,2019-04-12,1145
2019096,2019-04-13,9125
2019097,2019-04-14,0714
2019098,2019-04-15,5496
2019099,2019-04-16,4618
2019100,2019-04-17,3888
2019101,2019-04-18,5613
2019102,2019-04-19,0563
2019103,2019-04-20,3456
2019104,2019-04-21,4614
2019105,2019-04-22,4586
2019106,2019-04-23,3842
2019107,2019-04-24,2146
2019108,2019-04-25,3093
2019109,2019-04-26,9830
2019110,2019-04-27,3030
2019111,2019-04-28,4860
2019112,2019-04-29,5459
2019113,2019-04-30,4727
2019114,2019-05-01,9493
2019115,2019-05-02,0081
2019116,2019-05-03,8244
2019117,2019-05-04,3586
2019118,2019-05-05,6209
2019119,2019-05-06,2115
2019120,2019-05-07,9112
2019121,2019-05-08,8824
2019122,2019-05-09,6921
2019123,2019-05-10,4718
2019124,2019-05-11,2709
2019125,2019-05-12,4853
2019126,2019-05-13,1891
2019127,2019-05-14,2802
2019128,2019-05-15,0640
2019129,2019-05-16,5405
2019130,2019-05-17,7253
2019131,2019-05-18,6277
2019132,2019-05-19,5932
2019133,2019-05-20,1973
2019134,2019-05-21,4191
2019135,2019-05-22,0945
2019136,2019-05-23,9398
2019137,2019-05-24,7761
2019138,2019-05-25,0074
2019139,2019-05-26,4061
2019140,2019-05-27,1540
2019141,2019-05-28,0040
2019142,2019-05-29,0830
2019143,2019-05-30,5819
2019144,2019-05-31,4895
2019145,2019-06-01,0883
2019146,2019-06-02,3742
2019147,2019-06-03,5346
2019148,2019-06-04,1915
2019149,2019-06-05,8805
2019150,2019-06-06,9663
2019151,2019-06-07,5758
2019152,2019-06-08,2856
2019153,2019-06-09,0604
2019154,2019-06-10,3783
2019155,2019-06-11,0811
2019156,2019-06-12,6592
2019157,2019-06-13,3126
2019158,2019-06-14,7210
2019159,2019-06-15,1963
2019160,2019-06-16,4659
2019161,2019-06-17,9973
2019162,2019-06-18,6102
2019163,2019-06-19,4939
2019164,2019-06-20,7971
2019165,2019-06-21,1120
2019166,2019-06-22,8656
2019167,2019-06-23,3075
2019168,2019-06-24,7032
2019169,2019-06-25,0415
2019170,2019-06-26,3647
2019171,2019-06-27,4437
2019172,2019-06-28,7525
2019173,2019-06-29,8847
2019174,2019-06-30,3991
2019175,2019-07-01,3895
2019176,2019-07-02,0964
2019177,2019-07-03,2326
2019178,2019-07-04,7746
2019179,2019-07-05,7613
2019180,2019-07-06,2485
2019181,2019-07-07,3060
2019182,2019-07-08,7615
2019183,2019-07-09,8326
2019184,2019-07-10,4495
2019185,2019-07-11,4369
2019186,2019-07-12,5476
2019187,2019-07-13,8998
2019188,2019-07-14,3162
2019189,2019-07-15,8909
2019190,2019-07-16,1702
2019191,2019-07-17,2503
2019192,2019-07-18,7294
2019193,2019-07-19,6520
2019194,2019-07-20,3184
2019195,2019-07-21,6891
2019196,2019-07-22,6452
2019197,2019-07-23,6225
2019198,2019-07-24,2573
2019199,2019-07-25,4762
2019200,2019-07-26,4717
2019201,2019-07-27,2320
2019202,2019-07-28,8239
2019203,2019-07-29,1039
2019204,2019-07-30,5621
2019205,2019-07-31,1871
2019206,2019-08-01,9178
2019207,2019-08-02,1177
2019208,2019-08-03,8574
2019209,2019-08-04,8651
2019210,2019-08-05,7736
2019211,2019-08-06,5900
2019212,2019-08-07,7725
2019213,2019-08-08,7286
2019214,2019-08-09,9211
2019215,2019-08-10,8768
2019216,2019-08-11,6580
2019217,2019-08-12,1232
2019218,2019-08-13,6492
2019219,2019-08-14,3820
2019220,2019-08-15,3297
2019221,2019-08-16,7961
2019222,2019-08-17,9098
2019223,2019-08-18,5347
2019224,2019-08-19,0931
2019225,2019-08-20,3916
2019226,2019-08-21,3961
2019227,2019-08-22,8239
2019228,2019-08-23,9789
2019229,2019-08-24,9485
2019230,2019-08-25,6305
2019231,2019-08-26,9357
2019232,2019-08-27,7727
2019233,2019-08-28,5311
2019234,2019-08-29,2456
2019235,2019-08-30,4222
2019236,2019-08-31,0214
2019237,2019-09-01,8082
2019238,2019-09-02,4103
2019239,2019-09-03,4916
2019240,2019-09-04,8941
2019241,2019-09-05,3851
2019242,2019-09-06,8924
2019243,2019-09-07,5116
2019244,2019-09-08,0901
2019245,2019-09-09,5958
2019246,2019-09-10,4275
2019247,2019-09-11,4891
2019248,2019-09-12,3110
2019249,2019-09-13,6298
2019250,2019-09-14,1716
2019251,2019-09-15,2725
2019252,2019-09-16,4167
2019253,2019-09-17,6390
2019254,2019-09-18,6186
2019255,2019-09-19,2722
2019256,2019-09-20,4741
2019257,2019-09-21,8711
2019258,2019-09-22,5119
2019259,2019-09-23,4322
2019260,2019-09-24,1620
2019261,2019-09-25,8654
2019262,2019-09-26,7857
2019263,2019-09-27,9840
2019264,2019-09-28,6697
2019265,2019-09-29,5906
2019266,2019-09-30,4619
2019267,2019-10-08,0354
2019268,2019-10-09,0812
2019269,2019-10-10,8540
2019270,2019-10-11,6018
2019271,2019-10-12,9517
2019272,2019-10-13,0141
2019273,2019-10-14,8227
2019274,2019-10-15,1020
2019275,2019-10-16,2876
2019276,2019-10-17,8185
2019277,2019-10-18,7379
2019278,2019-10-19,1940
2019279,2019-10-20,1775
2019280,2019-10-21,2940
2019281,2019-10-22,0052
2019282,2019-10-23,6261
2019283,2019-10-24,0494
2019284,2019-10-25,9929
2019285,2019-10-26,0714
2019286,2019-10-27,7747
2019287,2019-10-28,3372
2019288,2019-10-29,7891
2019289,2019-10-30,2497
2019290,2019-10-31,4851
2019291,2019-11-01,6763
2019292,2019-11-02,4868
2019293,2019-11-03,5997
2019294,2019-11-04,7583
2019295,2019-11-05,3352
2019296,2019-11-06,8702
2019297,2019-11-07,5252
2019298,2019-11-08,5550
2019299,2019-11-09,5782
2019300,2019-11-10,5372
2019301,2019-11-11,3791
2019302,2019-11-12,7449
2019303,2019-11-13,6691
2019304,2019-11-14,6636
2019305,2019-11-15,4828
2019306,2019-11-16,6474
2019307,2019-11-17,0278
2019308,2019-11-18,6756
2019309,2019-11-19,3541
2019310,2019-11-20,7540
2019311,2019-11-21,1142
2019312,2019-11-22,5761
2019313,2019-11-23,2410
2019314,2019-11-24,2003
2019315,2019-11-25,4516
2019316,2019-11-26,4817
2019317,2019-11-27,4233
2019318,2019-11-28,3196
2019319,2019-11-29,3316
2019320,2019-11-30,7878
2019321,2019-12-01,5930
2019322,2019-12-02,9722
2019323,2019-12-03,8307
2019324,2019-12-04,3736
2019325,2019-12-05,7442
2019326,2019-12-06,2091
2019327,2019-12-07,7703
2019328,2019-12-08,5961
2019329,2019-12-09,4122
2019330,2019-12-10,3971
2019331,2019-12-11,8602
2019332,2019-12-12,2547
2019333,2019-12-13,3832
2019334,2019-12-14,9724
2019335,2019-12-15,3696
2019336,2019-12-16,2345
2019337,2019-12-17,4075
2019338,2019-12-18,5476
2019339,2019-12-19,9012
2019340,2019-12-20,3839
2019341,2019-12-21,0306
2019342,2019-12-22,1784
2019343,2019-12-23,9520
2019344,2019-12-24,0870
2019345,2019-12-25,8740
2019346,2019-12-26,5894
2019347,2019-12-27,5494
2019348,2019-12-28,0555
2019349,2019-12-29,3388
2019350,2019-12-30,8181
2019351,2019-12-31,9775
2020001,2020-01-01,2022
2020002,2020-01-02,1613
2020003,2020-01-03,8936
2020004,2020-01-04,4989
2020005,2020-01-05,5690
2020006,2020-01-06,0836
2020007,2020-01-07,3097
2020008,2020-01-08,1883
2020009,2020-01-09,2081
2020010,2020-01-10,0111
2020011,2020-01-11,4595
2020012,2020-01-12,3139
2020013,2020-01-13,0810
2020014,2020-01-14,1615
2020015,2020-01-15,3227
2020016,2020-01-16,4025
2020017,2020-01-17,7284
2020018,2020-01-18,5851
2020019,2020-01-19,9733
2020020,2020-01-20,1662
2020021,2020-01-21,9646
2020022,2020-03-12,6342
2020023,2020-03-13,0614
2020024,2020-03-14,6141
2020025,2020-03-15,4240
2020026,2020-03-16,7056
2020027,2020-03-17,2396
2020028,2020-03-18,5132
2020029,2020-03-19,3951
2020030,2020-03-20,7199
2020031,2020-03-21,9378
2020032,2020-03-22,6887
2020033,2020-03-23,7678
2020034,2020-03-24,4739
2020035,2020-03-25,3281
2020036,2020-03-26,3015
2020037,2020-03-27,1202
2020038,2020-03-28,7392
2020039,2020-03-29,8461
2020040,2020-03-30,3892
2020041,2020-03-31,7051
2020042,2020-04-01,2743
2020043,2020-04-02,0708
2020044,2020-04-03,1207
2020045,2020-04-04,0316
2020046,2020-04-05,3241
2020047,2020-04-06,8099
2020048,2020-04-07,8540
2020049,2020-04-08,7107
2020050,2020-04-09,5935
2020051,2020-04-10,7535
2020052,2020-04-11,2233
2020053,2020-04-12,5884
2020054,2020-04-13,0871
2020055,2020-04-14,6593
2020056,2020-04-15,5783
2020057,2020-04-16,0570
2020058,2020-04-17,2280
2020059,2020-04-18,0196
2020060,2020-04-19,4904
2020061,2020-04-20,1527
2020062,2020-04-21,3188
2020063,2020-04-22,5316
2020064,2020-04-23,3520
2020065,2020-04-24,1998
2020066,2020-04-25,2626
2020067,2020-04-26,4770
2020068,2020-04-27,4107
2020069,2020-04-28,7884
2020070,2020-04-29,8046
2020071,2020-04-30,3840
2020072,2020-05-01,7905
2020073,2020-05-02,6691
2020074,2020-05-03,2246
2020075,2020-05-04,5855
2020076,2020-05-05,8643
2020077,2020-05-06,2134
2020078,2020-05-07,3566
2020079,2020-05-08,1039
2020080,2020-05-09,3847
2020081,2020-05-10,2620
2020082,2020-05-11,8895
2020083,2020-05-12,0965
2020084,2020-05-13,5675
2020085,2020-05-14,8350
2020086,2020-05-15,9725
2020087,2020-05-16,3433
2020088,2020-05-17,5516
2020089,2020-05-18,0872
2020090,2020-05-19,5597
2020091,2020-05-20,5998
2020092,2020-05-21,6161
2020093,2020-05-22,7305
2020094,2020-05-23,3287
2020095,2020-05-24,4258
2020096,2020-05-25,7185
2020097,2020-05-26,9356
2020098,2020-05-27,4496
2020099,2020-05-28,7989
2020100,2020-05-29,0643
2020101,2020-05-30,2677
2020102,2020-05-31,8779
2020103,2020-06-01,9049
2020104,2020-06-02,2959
2020105,2020-06-03,5984
2020106,2020-06-04,4402
2020107,2020-06-05,1984
2020108,2020-06-06,2677
2020109,2020-06-07,3174
2020110,2020-06-08,2823
2020111,2020-06-09,6750
2020112,2020-06-10,4216
2020113,2020-06-11,0750
2020114,2020-06-12,0655
2020115,2020-06-13,5528
2020116,2020-06-14,9340
2020117,2020-06-15,8344
2020118,2020-06-16,2046
2020119,2020-06-17,1604
2020120,2020-06-18,2426
2020121,2020-06-19,7184
2020122,2020-06-20,6399
2020123,2020-06-21,2480
2020124,2020-06-22,6296
2020125,2020-06-23,6600
2020126,2020-06-24,4942
2020127,2020-06-25,3252
2020128,2020-06-26,0868
2020129,2020-06-27,0119
2020130,2020-06-28,9681
2020131,2020-06-29,3584
2020132,2020-06-30,8795
2020133,2020-07-01,0770
2020134,2020-07-02,7532
2020135,2020-07-03,6033
2020136,2020-07-04,5528
2020137,2020-07-05,1029
2020138,2020-07-06,0041
2020139,2020-07-07,9569
2020140,2020-07-08,5152
2020141,2020-07-09,8332
2020142,2020-07-10,7131
2020143,2020-07-11,8546
2020144,2020-07-12,6107
2020145,2020-07-13,8462
2020146,2020-07-14,8805
2020147,2020-07-15,0796
2020148,2020-07-16,9641
2020149,2020-07-17,3349
2020150,2020-07-18,3735
2020151,2020-07-19,8004
2020152,2020-07-20,6988
2020153,2020-07-21,0665
2020154,2020-07-22,8106
2020155,2020-07-23,0123
2020156,2020-07-24,0989
2020157,2020-07-25,7649
2020158,2020-07-26,2662
2020159,2020-07-27,4811
2020160,2020-07-28,9208
2020161,2020-07-29,7044
2020162,2020-07-30,6281
2020163,2020-07-31,2303
2020164,2020-08-01,4842
2020165,2020-08-02,0596
2020166,2020-08-03,3433
2020167,2020-08-04,8418
2020168,2020-08-05,7869
2020169,2020-08-06,1224
2020170,2020-08-07,6505
2020171,2020-08-08,2438
2020172,2020-08-09,6038
2020173,2020-08-10,3178
2020174,2020-08-11,2949
2020175,2020-08-12,9444
2020176,2020-08-13,9625
2020177,2020-08-14,4810
2020178,2020-08-15,3374
2020179,2020-08-16,0697
2020180,2020-08-17,1278
2020181,2020-08-18,2937
2020182,2020-08-19,9138
2020183,2020-08-20,8666
2020184,2020-08-21,5555
2020185,2020-08-22,1978
2020186,2020-08-23,5478
2020187,2020-08-24,1431
2020188,2020-08-25,2941
2020189,2020-08-26,9172
2020190,2020-08-27,7336
2020191,2020-08-28,9366
2020192,2020-08-29,8498
2020193,2020-08-30,3096
2020194,2020-08-31,4369
2020195,2020-09-01,8399
2020196,2020-09-02,8416
2020197,2020-09-03,4299
2020198,2020-09-04,6122
2020199,2020-09-05,7085
2020200,2020-09-06,0231
2020201,2020-09-07,8166
2020202,2020-09-08,2604
2020203,2020-09-09,6778
2020204,2020-09-10,0748
2020205,2020-09-11,6811
2020206,2020-09-12,6113
2020207,2020-09-13,3781
2020208,2020-09-14,8110
2020209,2020-09-15,2073
2020210,2020-09-16,3260
2020211,2020-09-17,4636
2020212,2020-09-18,5597
